Title,Price,Country,Link,Description,Promotion
Gaming PC AMD Ryzen 7 Desktop Computer 32GB RAM 1TB SSD 4.6GHZ AMD CPU HDMI,$748.63,from United States,https://www.ebay.com/itm/335787454077?_skw=pc+gamer&itmmeta=01JJYHX9X98BGSZ9VC4CBEYGM4&hash=item4e2e7dee7d:g:Me8AAOSwnZFkKIFI&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmxqMPDOXLR2nF6kXdLk%2BCzST6aXHXNqr23h70jb0DFRy%2FDy7vII1rjQi7r%2FmKQpF%2F4wom6Xak4i%2FbMWPMg%2BBVL0OqvWSPvPxy1zdA9B9j9zkG9ZVv%2FUPluxy1qbBc%2FMA8jOg7%2BD6BC9WY0p2%2FXsVnjHmx7FuaG5csR3ocFIlZkyAsPFiCQugLdE5zs%2FzfoXu%2BghKybXLf8Ziji8P5MLG%2BbiL%2Fvwfl5Z2rMyqoLrgxI9QMhx%2B79qEuOoKuDBzGLB3nEi8eZa8QJWwzvkicM7%2FVF%7Ctkp%3ABk9SR-ae9dGXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorAMD RYZEN 7Graphics Processing TypeIntegrated/On-Board GraphicsMemory32 GBCustom BundleNoMPNGaming PCMost Suitable ForGaming, Casual Computing, Graphic Design, Workstation, OfficeSSD Capacity1 TBGPURadeon Vega 8Processor Type16 Logical CoreForm FactorTowerOperating System EditionProfessionalRelease Year2024Manufacturer WarrantyIndividual Parts WarrantiesOperating SystemWindows 10FeaturesBuilt-in Wi-Fi AdapterHard Drive Capacity1 TB NVME SSDHardware ConnectivityHDMINon-Domestic ProductNoScreen SizeMade IN USABundled ItemsNetwork CardColorBlackRAM Size32 GBProcessor Speed4.6 GHzModified ItemNoBrandCustom, WhiteboxSeriesGaming ComputerTypeDesktopMaximum RAM Capacity64 GBVideoRadeon Vega 8ModelGaming PCConnectivityHDMI, USB 3.0, USB 3.1Country/Region of ManufactureUnited StatesStorage TypeSSD (Solid State Drive)Product LineGamerUPCDoes not apply",Pas de promotion
HP ProDesk G2 RGB SFF Desktop PC Intel i7-6th 32GB 1TB SSD Built-in Wi-Fi Win10,$289.99,from United States,https://www.ebay.com/itm/296016136617?_skw=pc+gamer&itmmeta=01JJYHX9X9H95K1BG9XF1JNNP6&hash=item44ebefc9a9:g:BBoAAOSwUgZlLbiN&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnawgTWO72e34LqFFy%2BYaZSBNqcmXB%2FAAjVMgcRqn3fXAzxzfeKqNY6R%2F858OM7jK%2FYnokbI9WVoZKeaDKxnjAKCj%2Fdjo29fUwLFFNEunDxvj4ra5hv45BiKMrCWke%2Bhz2Dh73L1tAKwAfg15kZ1PPRX6A9rTPhjOc70vDnP2hM33vqV%2BJF%2BZ63cWi8m2FaOdYclGR5g%2BOH4o%2FUvXcrP4HT45bzFbZsWjQwcaWMmaAP6ateCQgNPlpAije2iZ5cDQZY%2FGwj9xQiriWbLQ83DvfA%7Ctkp%3ABFBM5p710Zdl,"Item specificsConditionExcellent - RefurbishedThe item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tabSeller Notes“This cheap HP RGB desktop computer PC is fully operational and function as intended. Our computers ...  Read moreabout the seller notes“This cheap HP RGB desktop computer PC is fully operational and function as intended. Our computers are refurbished/cleaned and tested by our highly skilled technician. Pre-Configured and ready to use with GENUINE Windows 10. This product comes with 90 days Warranty.” Read Lessabout the seller notes ProcessorIntel Core i7-6700Screen SizeNoneGraphics Processing TypeIntegrated/On-Board GraphicsColorBlackRAM Size32 GBMPNhpG2Most Suitable ForCasual Computing, Graphic Design, Industrial, OfficeSSD Capacity1 TBGPUIntel® HD Graphics 530Processor Speed3.40 GHzBrandHPForm FactorSmall Form Factor (SFF)SeriesRGBTypeDesktopMaximum RAM Capacity64 GBModelG2ConnectivityUSB 2.0, USB 3.0, VGA, DisplayPortHard Drive CapacityNoneFeaturesRGB Lights, RGB Keyboard and MouseOperating SystemWindows 10 ProStorage TypeSSD (Solid State Drive)UPC885909745326",(52% off)
"Gaming PC Desktop Gaming Computer RYZEN CPU, 240GB SSD, 16GB DDR4 RAM, RGB, WIFI",$678.76,from United States,https://www.ebay.com/itm/235933046670?_skw=pc+gamer&itmmeta=01JJYHX9X92QZXRA3NE436JWY3&hash=item36eeb4978e:g:VicAAOSwKdJjgOMA&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnppmR1JBpQ5imk7tWLxdgQVhjUJaLIV9qvdQe3E%2BAeCjnnsSOoBlgopDKruZWIYnBGGVJyxpToMGPMo2V3S%2FuEd9EP9wxxofBiniAhQIOfaxv2NUoXSqBjIoDe4Xz3jW6LcbM9m66DWAaFU2Db6Hgtd5J%2FmEjM8gVo2Kv6SUz770BnLLdqxIsvRNaV6RFUaL49AJ%2B%2BrQi%2B0ev9%2F85BMZBk1qNFGhrArTh%2BmMcXBAsGUNX%2Bp%2FwaY1xYKYqS2K3HiofuypQl%2FDMo5oK%2FaM6Qw7V%2B%7Ctkp%3ABFBM5p710Zdl,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorAMD Ryzen 5Graphics Processing TypeDedicated GraphicsMemory16GBCustom BundleNoMPNGaming PCMost Suitable ForGaming, Casual Computing, Graphic Design, Workstation, OfficeSSD Capacity240GBGPURadeon Vega 7Processor Type12 CoreForm FactorTowerOperating System EditionProfessionalRelease Year2024Manufacturer WarrantyIndividual Parts WarrantiesOperating SystemWindows 10FeaturesBuilt-in Wi-Fi AdapterHard Drive Capacity240GB SSDHardware ConnectivityHDMINon-Domestic ProductNoBundled ItemsNetwork CardColorBlackRAM Size16 GBProcessor Speed4.4 GHZModified ItemNoBrandCustom, WhiteboxSeriesRYZEN MASTERTypeDesktopVideoRadeon Vega 7ModelRGB 12 CoreConnectivityHDMI, USB 3.0, USB 3.1Country/Region of ManufactureUnited StatesStorage TypeSSD (Solid State Drive)Product LineGamerUPCDoes not apply",Pas de promotion
PRC AMD Ryzen Vega Gaming Computer Desktop PC 256GB 8GB Quad Core WIFI HDMI New,$559.99,from United States,https://www.ebay.com/itm/275305600758?_skw=pc+gamer&itmmeta=01JJYHX9X9PBB79JDVRK3TMKXC&hash=item40197e16f6:g:-RgAAOSwsMhieX1h&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkVIL48mkgmCPa2SXALWXreyHNCdJH9xtFIvYlX1VfdeppPI5dJOaOuuhMNU%2FJZuMfs9zJLogVG8SRpOtwelHzs7xijUG7qqYOLLM%2Fqi3zRZzBxeAfuFbDyO4sKB1HgnE5Wz4grHuEX5uJvNzR%2FPetXM%2Be11Gmpws3MQtCuYDpcuUAsLKT50V3QjMcolUTfFZydHKG9O1QnCVf0doDKjj%2BKVji8N7QpVsJLJ05b2ARLbA%3D%3D%7Ctkp%3ABk9SR-ae9dGXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab FeaturesBuilt-in Wi-Fi AdapterManufacturer Warranty1 YearCustom BundleNoMPNPRC-HSCCGI-CONQUISTADORRAM Size8GBModified ItemNoSSD Capacity256 GBGPUAMD Radeon Vega 8ProcessorAMD Ryzen 3 2200GMost Suitable ForCasual Computing, GamingCountry/Region of ManufactureUnited StatesOperating System EditionProfessionalGraphics Processing TypeIntegrated/On-Board GraphicsNon-Domestic ProductNoModelHSCCGI-CONQUISTADORProduct LineGamerStorage TypeSSD (Solid State Drive)Bundled ItemsWiFi USB AdapterMaximum RAM Capacity32 GBOperating SystemWindows 10Form FactorTowerHard Drive CapacityNot ApplicableConnectivityHDMI, USB 2.0, USB 3.0Release Year2022BrandPRCColorWhiteProcessor Speed3.50 GHzVideoRadeon Vega 8 1100 MHZTypeGaming PCUPCDoes not apply",Pas de promotion
Gaming Computer PC Desktop Gaming Ryzen Radeon 32GB RAM 1TB SSD DVDRW 600 Watt,$688.76,from United States,https://www.ebay.com/itm/235933053277?_skw=pc+gamer&itmmeta=01JJYHX9X94XYXK0ZCWDHYYWFX&hash=item36eeb4b15d:g:QyQAAOSwwt9k8Rgp&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkDioxMOasK3u1d3Z3Bt8HjgoabVWxcxazqcIiHU%2FPfwVCigknc%2BoxG%2FtKwDTMZxg8omXC10ow4AH7JPsR4Ydx8JgeTSYEDC5rvzWSJv%2F4FK5Zb5qpoeKverJY7tsXT7miPDAaoF%2BRbJndvnGGpEqtul0e7V1g4JpzMf%2B1RBKJjidb6XHhQWuxhDFP72K1F5WDJ1vrvgsTbpsix9hHNQ8j620AOQ2zJrMYhBme6dL5u4w%3D%3D%7Ctkp%3ABk9SR-ae9dGXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorAMD Ryzen 5Graphics Processing TypeIntegrated/On-Board GraphicsMemory32 GBCustom BundleNoMPNGaming PCMost Suitable ForGaming, Casual Computing, Graphic Design, Workstation, OfficeSSD Capacity1 TBGPUAMD Radeon Vega 7Processor Type12 Logical CoreForm FactorTowerOperating System EditionProfessionalRelease Year2024Manufacturer WarrantyIndividual Parts WarrantiesOperating SystemWindows 10FeaturesBuilt-in Wi-Fi AdapterHard Drive Capacity1TB SSDHardware ConnectivityHDMINon-Domestic ProductNoScreen SizeMADE IN USABundled ItemsNetwork CardColorBlackRAM Size32 GBProcessor Speed4.40 GHzModified ItemNoBrandCustom, WhiteboxSeriesGaming ComputerTypeDesktopMaximum RAM Capacity64 GBVideoRadeon Vega 7ModelGaming PCConnectivityHDMI, USB 3.0, USB 3.1Country/Region of ManufactureUnited StatesStorage TypeSSD (Solid State Drive)Product LineGamerUPCDoes not apply",Pas de promotion
"CyberPowerPC Gamer Xtreme Gaming PC - 14th Gen Intel i7-14700, RTX 4080, Win 11","$2,469.00 to $3,489.00",from United States,https://www.ebay.com/itm/256760933919?_skw=pc+gamer&itmmeta=01JJYHX9X9AW78YH8QCT0C7V1H&hash=item3bc824ee1f:g:k28AAOSwglVnaRL0&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnMo2UqUIL6ho4sLcl%2BxD3aPzIBO5KWyYc3dmH8lK56OHlrMXTEnPakPMtOxil0LO8FxfqoWuhOyMlE85PxO3RkYc4A034bl9CbdiDSNQXRYO7oVkR56J2Ytp3noKnhUtmOmSkFpl37guvPHTnrIe5%2F8ot8%2Fim%2BA7pfRiie9uMTAqFrFKHC3fRAlFNcSQ2n1MsGX43NGr7guABAew3k7ZWODZPRaQclR%2BUgRbps3hU97KL122zIEqxfNLhvO6zxVfQe8vSqU9YOz%2F3qGAYnlQR1%7Ctkp%3ABk9SR-ae9dGXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorIntel Core i7 14th Gen.Graphics Processing TypeDedicated GraphicsColorBlackMPNCyberpowerPCMost Suitable ForGaming, Industrial, WorkstationGPUNVIDIA GeForce RTX 4080Processor Speed2.10 GHzBrandCyberPowerPCSeries‎CyberPowerPC Gamer XtremeForm FactorTowerTypeDesktopRelease Year2024Maximum RAM Capacity64 GBModel‎CyberPowerPC Gamer XtremeConnectivityUSB 3.1, USB-A 2.0Storage TypeSSD + HDDCountry/Region of ManufactureUnited States",Pas de promotion
Gaming Computer Custom PC New Desktop 64GB Ryzen 7 4.6Ghz 1TB SSD RGB 4TB HDD !,$946.43,from United States,https://www.ebay.com/itm/235933051297?_skw=pc+gamer&itmmeta=01JJYHX9X9VBPSXEHW81286210&hash=item36eeb4a9a1:g:auUAAOSwqC9lE1o0&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlXbKhTFzEJ88y3FZwhiybF3N%2FEcs31MBnZDa3Ovtw6BNcvoN61xqwYJHKscANF5jA24SKdUR4cVbcS7Av5%2B4oj8d1x8DcP2bZuken7BA9A3I2MgwDLE9HClimD1UzMudJjrqa0FpMNU5nn%2BiduALNnhDoDhdiMC4cm24R6EEYUbV1L45jwB8yEWzd27oXSVW4s%2FFKanCdp1gM4ibdU6TSaB6RdjSCEFOUWDXnIXGClCFV6IIOIm6vxSgXcqjEH5p2dPXLG8IbWZq%2Bx9KU%2B2kV%2F%7Ctkp%3ABk9SR-ae9dGXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorAMD RYZEN 7Graphics Processing TypeIntegrated/On-Board GraphicsMemory64GBCustom BundleNoMPNGaming PCMost Suitable ForGaming, Casual Computing, Graphic Design, Workstation, OfficeSSD Capacity1 TBGPURadeon Vega 8Processor Type16 Logical CoreForm FactorTowerOperating System EditionProfessionalRelease Year2024Manufacturer WarrantyIndividual Parts WarrantiesOperating SystemWindows 10FeaturesBuilt-in Wi-Fi AdapterHard Drive Capacity4 TBHardware ConnectivityHDMINon-Domestic ProductNoScreen SizeMADE IN USABundled ItemsNetwork CardColorBlackRAM Size64 GBProcessor Speed4.6 GHzModified ItemNoBrandCustom, WhiteboxSeriesGaming ComputerTypeDesktopMaximum RAM Capacity64 GBVideoRadeon Vega 8ModelGaming PCConnectivityHDMI, USB 3.0, USB 3.1Country/Region of ManufactureUnited StatesStorage TypeHDD + SSDProduct LineGamerUPCDoes not apply",Pas de promotion
Asus Republic of Gamers Strix FT R5-3400G 8GB 1TB GbE BT4.2 WiFiAC GTX1650S,$749.99,from United States,https://www.ebay.com/itm/126223984212?_skw=pc+gamer&itmmeta=01JJYHX9X9PECMGCDNR69K3NM6&hash=item1d63892654:g:P-wAAOSwL9llcJJ2&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmNSSy5HT%2FWdxW457X5NB9bVGNSL0772SKmU1ubARmbl0TvtRa1MuShfYLsYJciLtz%2BhJse%2BhL4CZ8Yu4oHpXpiXEKMHst5M9lRYFz7Aj5sYFhzizyy5PbWKl3GGmvuCLdiTAC31MngYCRov5zWghV1PEwf9SxOnXF37iB8tasnMA9djma4rWt69xcR7aU2SkeQAvfCveTKffrUn%2B3iz9Y%2FqWD4H00ck9PF9cAv5V0oCrtcQq1UXeNeLjOXjiiCQQO3S%2Fu9ta0lX5ozrXS0nhOQ%7Ctkp%3ABk9SR-ae9dGXZQ,"Item specificsConditionOpen boxAn item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. See all condition definitionsopens in a new window or tabSeller Notes“New Open Box: Fully functional and comes with full accessories - includes an additional 256GB HDD ...  Read moreabout the seller notes“New Open Box: Fully functional and comes with full accessories - includes an additional 256GB HDD to the 1TB HDD.” Read Lessabout the seller notes BrandASUSSeriesASUS ROG StrixTypeGaming Desktop ComputerProcessorAMD Ryzen 3RAM Size8 GBMPNg10dk-rs554Operating SystemWindows 10 HomeMost Suitable ForGamingUPC195553483155",Pas de promotion
Gaming PC Ryzen 7 Custom Computer For Gamer 32GB RAM 1TB SSD AMD RADEON GFX HDMI,$748.63,from United States,https://www.ebay.com/itm/235933051272?_skw=pc+gamer&itmmeta=01JJYHX9X9EYQCQNS8ZHTW65ES&hash=item36eeb4a988:g:Mg0AAOSwbHFkKICj&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmxEuwC%2BjxIlUfOVG4zTJFiGZ7%2BfoDXsc18MbdZUr3uUyAuKgJexEBNge3rzqNh75Binr3RuhRZwmhVCR0TOu7xtPGxvKa4UL%2FceR4kp7mu6ydGPIttfBZG175QpyWoyDrsqQT10O6q4ArhRlfbXp%2B7ThVr4BCnVgVtEl1rUy1ZSemxzwbltrH4Kk%2Bfen9CFm9MKSZbPEcxtr4bcs3hYiRM603cA4I%2BGI%2Bvuv5wg2SZW0spgW%2FbPYCnylSyrDPuOCvPizresk1cInYb0PeRGo%2BV%7Ctkp%3ABk9SR-ae9dGXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorAMD RYZEN 7Graphics Processing TypeIntegrated/On-Board GraphicsMemory32 GBCustom BundleNoMPNGaming PCMost Suitable ForGaming, Casual Computing, Graphic Design, Workstation, OfficeSSD Capacity1 TBGPURadeon Vega 8Processor Type16 Logical CoreForm FactorTowerOperating System EditionProfessionalRelease Year2024Manufacturer WarrantyIndividual Parts WarrantiesOperating SystemWindows 10FeaturesBuilt-in Wi-Fi AdapterHard Drive Capacity1 TB NVME SSDHardware ConnectivityHDMINon-Domestic ProductNoScreen SizeMade IN USABundled ItemsNetwork CardColorBlackRAM Size32 GBProcessor Speed4.6 GHzModified ItemNoBrandCustom, WhiteboxSeriesGaming ComputerTypeDesktopMaximum RAM Capacity64 GBVideoRadeon Vega 8ModelGaming PCConnectivityHDMI, USB 3.0, USB 3.1Country/Region of ManufactureUnited StatesStorage TypeSSD (Solid State Drive)Product LineGamerUPCDoes not apply",Pas de promotion
Custom Built Gaming PC Desktop Computer 32GB RAM AMD Ryzen 5 Radeon SSD WIFI New,$648.76,from United States,https://www.ebay.com/itm/335787452540?_skw=pc+gamer&itmmeta=01JJYHX9X9FSABPCCQA55QSDYD&hash=item4e2e7de87c:g:CS4AAOSw8CRkef75&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKns2c4atBtqISC6xkfJt655lFFCEQ6OFNJWy1oatg8X59nqJNj4oxS2Ll8f%2FzJbuFqclQ7CG2awMGTZtEU1aIAmjSbxFjSqA6PmSluUsYJ9Htig%2BwPR8r7eF9wQ8dSWI4U2wIG2e2qOwklGJWPbF3Z8sNHKmYqM7MBcWK%2BJzgtNJX2cP4UkpzlcbWNUtIY0H2jsU0tlh%2FdX5bXeVJ7Ifc57DkIrfJFt54aCI5eFr0pI6g%3D%3D%7Ctkp%3ABk9SR-ae9dGXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorAMD Ryzen 5Graphics Processing TypeDedicated GraphicsMemory32 GBMPNGaming PCSSD Capacity500 GBMost Suitable ForGaming, Casual Computing, Graphic Design, Workstation, OfficeGPUAMD Radeon RX Vega 11Processor TypeAMD Ryzen 5Form FactorTowerOperating System EditionProfessionalRelease Year2024Manufacturer Warranty1 YearOperating SystemWindows 10FeaturesBuilt-in Wi-Fi AdapterHard Drive Capacity500GB SOLID STATE DRIVEHardware ConnectivityHDMIScreen SizeMADE IN USAColorBlackRAM Size32 GBProcessor Speed4.20 GHzBrandCustom, WhiteboxSeriesGamer ProTypeDesktopMaximum RAM Capacity64 GBVideoRadeon VEGA 11 GraphicsModelCUSTOM GAMING PCConnectivityHDMI, USB 3.0, USB 3.1Storage TypeSSD (Solid State Drive)Country/Region of ManufactureUnited StatesUPCDoes not apply",Pas de promotion
Custom Gaming Computer Desktop PC Turbo AMD Ryzen 500GB SSD 32GB RAM Radeon WIFI,$648.87,from United States,https://www.ebay.com/itm/335787455657?_skw=pc+gamer&itmmeta=01JJYHX9X97G2ZGYQDEWAT6778&hash=item4e2e7df4a9:g:yKQAAOSwNh9j6XLQ&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlnBk527FWC5F4eie7lTv5t9BO4UobMVq3SYyLZut7%2BN5l2EFZzO0AozECw6vkxWEGpQPWei6EzHx1gsbusz%2BLCamRaxHnX1eBK1S1%2FnGDtAhRkuTM5lNpx626kZgvr33P3BcrQPuVCiL63vPAyDSXYhBONCTUEEAyEjahhX6mlO6aHA%2BrgMoMl3gmKmrP7fFPpGKlamubSdjRje6QSf1LVAZGbKBOknxoYFjQMIC00xg%3D%3D%7Ctkp%3ABk9SR-ae9dGXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorAMD Ryzen 5Graphics Processing TypeIntegrated/On-Board GraphicsMemory32GBCustom BundleNoMPNGaming PCMost Suitable ForGaming, Casual Computing, Graphic Design, Workstation, OfficeSSD Capacity512 GBGPURadeon Vega 7Processor Type12 Logical CoreForm FactorTowerOperating System EditionProfessionalRelease Year2024Manufacturer WarrantyIndividual Parts WarrantiesOperating SystemWindows 10FeaturesBuilt-in Wi-Fi AdapterHard Drive Capacity500GB NVME SSDHardware ConnectivityHDMINon-Domestic ProductNoBundled ItemsNetwork CardColorBlackRAM Size32 GBProcessor Speed4.40 GHzModified ItemNoBrandCustom, WhiteboxSeriesGaming ComputerTypeDesktopMaximum RAM Capacity64 GBVideoRadeon Vega 7ModelGaming PCConnectivityHDMI, USB 3.0, USB 3.1Country/Region of ManufactureUnited StatesStorage TypeSSD (Solid State Drive)Product LineGamerUPCDoes not apply",Pas de promotion
Gaming Computer PC Affordable Desktop Gaming Ryzen Radeon 32GB DDR4 1TB SSD NVME,$648.76,from United States,https://www.ebay.com/itm/235933053208?_skw=pc+gamer&itmmeta=01JJYHX9X9Z84N1W7BTCQSHF7M&hash=item36eeb4b118:g:YLsAAOSwb5FkQdo8&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlYhcmnSmczmhc8P4ob5%2B2vdkrp%2BtNdWFfEYw5qpg2DXpF8T%2FOic1oGCVQ3JMMJE%2B5pMA1qSIBVTY3A5AKRAU%2B0XW1Fs2ju0da67gA1Do4%2FvRvKxv1ReTGGnOGmpVnyy6k%2F2uMK0FLEmROYZ%2BWBVkP0sZ0c%2FTUQcpmYb6tkfMc9QE%2BC7gUamSTEvWcCX2rcEYrgaoGyG1pHsDKJzsIKGy%2B1XWrqGOXuV%2FNQHTuONpH0jpZEvmhlzkLlG9TG10%2F2DdPYxZiH5Gr7BnXyHXotHRUm%7Ctkp%3ABFBM5p710Zdl,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorAMD Ryzen 5Graphics Processing TypeIntegrated/On-Board GraphicsMemory32 GBCustom BundleNoMPNGaming PCMost Suitable ForGaming, Casual Computing, Graphic Design, Workstation, OfficeSSD Capacity1 TBGPUAMD Radeon Vega 7Processor Type16 Logical CoreForm FactorTowerOperating System EditionProfessionalRelease Year2024Manufacturer WarrantyIndividual Parts WarrantiesOperating SystemWindows 10FeaturesBuilt-in Wi-Fi AdapterHard Drive Capacity1TB SSDHardware ConnectivityHDMINon-Domestic ProductNoScreen SizeMADE IN USABundled ItemsNetwork CardColorBlackRAM Size32 GBProcessor Speed4.40 GHzModified ItemNoBrandCustom, WhiteboxSeriesGaming ComputerTypeDesktopMaximum RAM Capacity64 GBVideoRadeon Vega 8ModelGaming PCConnectivityHDMI, USB 3.0, USB 3.1Country/Region of ManufactureUnited StatesStorage TypeSSD (Solid State Drive)Product LineGamerUPCDoes not apply",Pas de promotion
